delivery_id,order_id,route_date,route_zone,scheduled_window,delivered_at,status,temperature_flag,replacement_required,driver_notes
DEL-21348,ORD-11421,2026-02-22,columbus-outer,11:00-13:00,2026-02-22T14:05:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-21349,ORD-11424,2026-03-28,north-river,12:00-14:00,2026-03-28T13:23:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21350,ORD-11425,2026-03-29,north-river,15:00-17:00,2026-03-29T17:12:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21351,ORD-11426,2025-11-15,south-belt,12:00-14:00,2025-11-15T18:07:00,missed_window,stable,false,customer not available during first attempt; second pass pushed outside safe window
DEL-21352,ORD-11427,2025-12-21,south-belt,12:00-14:00,2025-12-21T19:37:00,missed_window,warm,true,rush add-on after route packed
DEL-21353,ORD-11429,2026-01-27,south-belt,10:00-12:00,2026-01-27T13:00:00,delivered_late,cold_snap,true,cold pack held longer than expected due traffic
DEL-21354,ORD-11430,2026-02-10,south-belt,11:00-13:00,2026-02-10T17:31:00,missed_window,stable,false,customer not available during first attempt; second pass pushed outside safe window
DEL-21355,ORD-11431,2026-02-28,south-belt,11:00-13:00,2026-02-28T14:00:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-21356,ORD-11432,2026-03-05,south-belt,12:00-14:00,2026-03-05T13:51:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21357,ORD-11433,2026-03-14,south-belt,10:00-12:00,2026-03-14T16:51:00,missed_window,stable,true,customer not available during first attempt; second pass pushed outside safe window
DEL-21358,ORD-11435,2026-01-12,south-belt,12:00-14:00,2026-01-12T13:47:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21359,ORD-11436,2026-03-08,south-belt,10:00-12:00,2026-03-08T11:49:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21360,ORD-11437,2026-03-31,south-belt,11:00-13:00,2026-03-31T13:45:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-21361,ORD-11439,2026-04-15,south-belt,15:00-17:00,2026-04-15T16:03:00,delivered,warm,false,direct handoff; acclimation note reviewed
DEL-21362,ORD-11440,2026-04-19,south-belt,10:00-12:00,2026-04-19T13:24:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-21363,ORD-11442,2025-11-15,south-belt,10:00-12:00,2025-11-15T14:58:00,missed_window,stable,false,rush add-on after route packed
DEL-21364,ORD-11443,2025-11-23,south-belt,11:00-13:00,2025-11-23T15:01:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-21365,ORD-11444,2025-11-25,south-belt,12:00-14:00,2025-11-25T15:31:00,delivered_late,stable,true,rush add-on after route packed
DEL-21366,ORD-11446,2026-01-16,south-belt,15:00-17:00,2026-01-16T16:01:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21367,ORD-11447,2026-02-09,south-belt,10:00-12:00,2026-02-09T12:00:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-21368,ORD-11448,2026-02-18,south-belt,12:00-14:00,2026-02-18T14:55:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-21369,ORD-11449,2026-03-01,south-belt,10:00-12:00,2026-03-01T11:28:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21370,ORD-11450,2026-03-19,south-belt,15:00-17:00,2026-03-19T17:09:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21371,ORD-11451,2026-03-23,south-belt,12:00-14:00,2026-03-23T14:47:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-21372,ORD-11453,2025-12-14,north-river,11:00-13:00,2025-12-14T12:33:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21373,ORD-11454,2025-12-18,north-river,12:00-14:00,2025-12-18T18:52:00,missed_window,high_heat,true,customer not available during first attempt; second pass pushed outside safe window
DEL-21374,ORD-11455,2026-01-29,north-river,12:00-14:00,2026-01-29T13:33:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21375,ORD-11456,2026-03-23,north-river,10:00-12:00,2026-03-23T11:30:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21376,ORD-11458,2026-04-02,north-river,12:00-14:00,2026-04-02T13:44:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21377,ORD-11460,2025-11-16,columbus-outer,10:00-12:00,2025-11-16T11:36:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21378,ORD-11461,2025-12-03,columbus-outer,11:00-13:00,2025-12-03T12:15:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21379,ORD-11462,2025-12-07,columbus-outer,11:00-13:00,2025-12-07T12:38:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21380,ORD-11463,2025-12-16,columbus-outer,12:00-14:00,2025-12-16T13:39:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21381,ORD-11464,2026-02-15,columbus-outer,15:00-17:00,2026-02-15T16:15:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21382,ORD-11465,2026-02-21,columbus-outer,12:00-14:00,2026-02-21T13:16:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21383,ORD-11468,2025-12-28,dayton-core,10:00-12:00,2025-12-28T16:33:00,missed_window,stable,false,customer not available during first attempt; second pass pushed outside safe window
DEL-21384,ORD-11469,2026-02-03,dayton-core,15:00-17:00,2026-02-03T16:14:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21385,ORD-11471,2026-03-15,dayton-core,10:00-12:00,2026-03-15T17:38:00,missed_window,stable,false,customer not available during first attempt; second pass pushed outside safe window
DEL-21386,ORD-11472,2026-04-23,dayton-core,11:00-13:00,2026-04-23T12:01:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21387,ORD-11473,2026-04-25,dayton-core,10:00-12:00,2026-04-25T13:33:00,delivered_late,high_heat,true,bag temperature elevated on arrival
DEL-21388,ORD-11475,2025-12-26,columbus-outer,12:00-14:00,2025-12-26T14:00:00,delivered,warm,false,direct handoff; acclimation note reviewed
DEL-21389,ORD-11476,2026-01-06,columbus-outer,10:00-12:00,2026-01-06T11:37:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21390,ORD-11478,2026-03-19,columbus-outer,10:00-12:00,2026-03-19T11:15:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21391,ORD-11480,2026-03-26,columbus-outer,10:00-12:00,2026-03-26T14:10:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-21392,ORD-11481,2026-03-29,columbus-outer,11:00-13:00,2026-03-29T18:28:00,missed_window,stable,true,rush add-on after route packed
DEL-21393,ORD-11483,2026-04-30,columbus-outer,11:00-13:00,2026-04-30T12:45:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21394,ORD-11484,2026-01-09,columbus-outer,15:00-17:00,2026-01-09T16:56:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21395,ORD-11485,2026-02-03,columbus-outer,15:00-17:00,2026-02-03T16:10:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21396,ORD-11486,2026-03-16,columbus-outer,12:00-14:00,2026-03-16T14:03:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21397,ORD-11487,2026-03-24,columbus-outer,11:00-13:00,2026-03-24T12:52:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21398,ORD-11488,2026-03-25,columbus-outer,10:00-12:00,2026-03-25T12:31:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-21399,ORD-11490,2026-04-14,columbus-outer,11:00-13:00,2026-04-14T12:14:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21400,ORD-11492,2026-04-29,columbus-outer,11:00-13:00,2026-04-29T18:54:00,missed_window,warm,true,rush add-on after route packed
DEL-21401,ORD-11493,2025-11-06,south-belt,11:00-13:00,2025-11-06T12:38:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21402,ORD-11494,2026-01-10,south-belt,10:00-12:00,2026-01-10T11:44:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21403,ORD-11495,2026-01-24,south-belt,12:00-14:00,2026-01-24T13:30:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21404,ORD-11496,2026-02-10,south-belt,12:00-14:00,2026-02-10T15:09:00,delivered_late,cold_snap,true,rush add-on after route packed
DEL-21405,ORD-11498,2026-04-15,south-belt,12:00-14:00,2026-04-15T15:29:00,delivered_late,warm,true,rush add-on after route packed
DEL-21406,ORD-11499,2025-11-28,downtown,11:00-13:00,2025-11-28T12:29:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21407,ORD-11500,2025-11-28,downtown,12:00-14:00,2025-11-28T13:55:00,delivered,high_heat,false,bag temperature elevated on arrival
DEL-21408,ORD-11501,2026-02-04,downtown,12:00-14:00,2026-02-04T13:49:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21409,ORD-11503,2026-04-04,downtown,12:00-14:00,2026-04-04T15:48:00,delivered_late,stable,false,rush add-on after route packed
DEL-21410,ORD-11505,2025-11-23,north-river,12:00-14:00,2025-11-23T14:04:00,delivered,warm,false,direct handoff; acclimation note reviewed
DEL-21411,ORD-11506,2026-01-14,north-river,15:00-17:00,2026-01-14T18:27:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-21412,ORD-11507,2026-02-11,north-river,15:00-17:00,2026-02-11T17:00:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21413,ORD-11508,2026-03-17,north-river,15:00-17:00,2026-03-17T16:11:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21414,ORD-11509,2026-03-20,north-river,15:00-17:00,2026-03-20T16:45:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21415,ORD-11510,2026-05-03,north-river,11:00-13:00,2026-05-03T12:59:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21416,ORD-11511,2025-12-14,louisville-river,12:00-14:00,2025-12-14T12:52:00,delivered,high_heat,false,bag temperature elevated on arrival
DEL-21417,ORD-11512,2026-01-01,louisville-river,10:00-12:00,2026-01-01T11:33:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21418,ORD-11513,2026-01-08,louisville-river,12:00-14:00,2026-01-08T13:30:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21419,ORD-11514,2026-03-23,louisville-river,15:00-17:00,2026-03-23T16:52:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21420,ORD-11516,2026-02-22,south-belt,15:00-17:00,2026-02-22T16:26:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21421,ORD-11517,2026-04-23,south-belt,11:00-13:00,2026-04-23T13:57:00,delivered_late,high_heat,true,bag temperature elevated on arrival
DEL-21422,ORD-11518,2026-04-24,south-belt,15:00-17:00,2026-04-24T16:39:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21423,ORD-11521,2025-12-31,south-belt,12:00-14:00,2025-12-31T14:00:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21424,ORD-11524,2026-01-05,south-belt,15:00-17:00,2026-01-05T18:09:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-21425,ORD-11526,2026-02-28,south-belt,11:00-13:00,2026-02-28T12:44:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21426,ORD-11527,2026-03-15,south-belt,15:00-17:00,2026-03-15T18:26:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-21427,ORD-11528,2026-04-23,south-belt,15:00-17:00,2026-04-23T19:54:00,missed_window,stable,false,customer not available during first attempt; second pass pushed outside safe window
DEL-21428,ORD-11529,2025-11-16,east-clinic,12:00-14:00,2025-11-16T14:01:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21429,ORD-11530,2025-12-15,east-clinic,10:00-12:00,2025-12-15T11:32:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21430,ORD-11531,2026-01-26,east-clinic,11:00-13:00,2026-01-26T15:14:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-21431,ORD-11532,2026-03-09,east-clinic,12:00-14:00,2026-03-09T13:56:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21432,ORD-11536,2026-05-02,east-clinic,15:00-17:00,2026-05-02T16:25:00,delivered,high_heat,false,bag temperature elevated on arrival
DEL-21433,ORD-11538,2025-11-23,south-belt,10:00-12:00,2025-11-23T15:37:00,missed_window,high_heat,true,customer not available during first attempt; second pass pushed outside safe window
DEL-21434,ORD-11539,2025-12-01,south-belt,12:00-14:00,2025-12-01T13:32:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21435,ORD-11540,2025-12-05,south-belt,10:00-12:00,2025-12-05T11:38:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21436,ORD-11541,2026-03-03,south-belt,10:00-12:00,2026-03-03T11:22:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21437,ORD-11542,2026-03-18,south-belt,10:00-12:00,2026-03-18T11:00:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21438,ORD-11543,2025-11-10,west-lake,15:00-17:00,2025-11-10T16:20:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21439,ORD-11544,2025-12-24,west-lake,10:00-12:00,2025-12-24T11:24:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21440,ORD-11547,2026-03-08,west-lake,12:00-14:00,2026-03-08T13:36:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21441,ORD-11548,2026-04-08,west-lake,11:00-13:00,2026-04-08T13:02:00,delivered,warm,false,direct handoff; acclimation note reviewed
DEL-21442,ORD-11550,2025-11-03,south-belt,15:00-17:00,2025-11-03T16:11:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21443,ORD-11553,2025-12-23,south-belt,10:00-12:00,2025-12-23T11:43:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21444,ORD-11554,2025-12-30,south-belt,12:00-14:00,2025-12-30T15:30:00,delivered_late,warm,true,direct handoff; acclimation note reviewed
DEL-21445,ORD-11555,2026-02-08,south-belt,15:00-17:00,2026-02-08T16:38:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21446,ORD-11556,2026-05-05,south-belt,15:00-17:00,2026-05-05T19:03:00,delivered_late,warm,true,direct handoff; acclimation note reviewed
DEL-21447,ORD-11557,2026-02-18,west-lake,12:00-14:00,2026-02-18T13:33:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21448,ORD-11558,2026-04-14,west-lake,12:00-14:00,2026-04-14T13:01:00,delivered,warm,false,direct handoff; acclimation note reviewed
DEL-21449,ORD-11559,2026-05-01,west-lake,10:00-12:00,2026-05-01T11:40:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21450,ORD-11560,2026-05-10,west-lake,11:00-13:00,2026-05-10T12:45:00,delivered,warm,false,direct handoff; acclimation note reviewed
DEL-21451,ORD-11561,2025-11-06,south-belt,10:00-12:00,2025-11-06T11:12:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21452,ORD-11562,2025-11-20,south-belt,10:00-12:00,2025-11-20T12:16:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21453,ORD-11563,2025-12-17,south-belt,12:00-14:00,2025-12-17T14:03:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21454,ORD-11564,2026-01-18,south-belt,15:00-17:00,2026-01-18T17:32:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-21455,ORD-11565,2026-02-11,south-belt,12:00-14:00,2026-02-11T15:19:00,delivered_late,cold_snap,true,cold pack held longer than expected due traffic
DEL-21456,ORD-11566,2026-02-16,south-belt,12:00-14:00,2026-02-16T13:24:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21457,ORD-11570,2025-11-20,downtown,10:00-12:00,2025-11-20T11:39:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21458,ORD-11571,2025-12-15,downtown,15:00-17:00,2025-12-15T18:40:00,delivered_late,stable,false,rush add-on after route packed
DEL-21459,ORD-11572,2026-02-05,downtown,11:00-13:00,2026-02-05T12:38:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-21460,ORD-11573,2026-03-08,downtown,10:00-12:00,2026-03-08T11:52:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21461,ORD-11574,2025-12-21,downtown,12:00-14:00,2025-12-21T16:09:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-21462,ORD-11575,2026-02-25,downtown,11:00-13:00,2026-02-25T12:32:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21463,ORD-11576,2026-03-08,downtown,12:00-14:00,2026-03-08T13:01:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21464,ORD-11577,2026-03-25,downtown,12:00-14:00,2026-03-25T13:35:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21465,ORD-11578,2025-12-14,south-belt,11:00-13:00,2025-12-14T12:03:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21466,ORD-11579,2026-02-01,south-belt,15:00-17:00,2026-02-01T16:21:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21467,ORD-11580,2026-02-11,south-belt,11:00-13:00,2026-02-11T11:56:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21468,ORD-11581,2026-03-14,south-belt,12:00-14:00,2026-03-14T13:48:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21469,ORD-11583,2025-11-13,south-belt,12:00-14:00,2025-11-13T13:32:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21470,ORD-11584,2025-11-13,south-belt,11:00-13:00,2025-11-13T14:18:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-21471,ORD-11585,2025-11-25,south-belt,12:00-14:00,2025-11-25T16:15:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-21472,ORD-11586,2026-01-10,south-belt,10:00-12:00,2026-01-10T11:24:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21473,ORD-11587,2026-01-30,south-belt,12:00-14:00,2026-01-30T13:42:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-21474,ORD-11588,2026-05-04,south-belt,10:00-12:00,2026-05-04T11:46:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21475,ORD-11590,2026-01-13,south-belt,10:00-12:00,2026-01-13T13:54:00,delivered_late,cold_snap,true,cold pack held longer than expected due traffic
DEL-21476,ORD-11591,2026-01-27,south-belt,10:00-12:00,2026-01-27T12:53:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-21477,ORD-11593,2026-04-17,south-belt,15:00-17:00,2026-04-17T18:09:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-21478,ORD-11594,2026-05-02,south-belt,10:00-12:00,2026-05-02T17:08:00,missed_window,stable,false,customer not available during first attempt; second pass pushed outside safe window
DEL-21479,ORD-11595,2025-11-06,louisville-river,10:00-12:00,2025-11-06T11:29:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21480,ORD-11596,2025-11-27,louisville-river,15:00-17:00,2025-11-27T16:16:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21481,ORD-11597,2025-12-31,louisville-river,15:00-17:00,2025-12-31T17:07:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21482,ORD-11598,2026-02-22,louisville-river,15:00-17:00,2026-02-22T20:04:00,missed_window,cold_snap,true,customer not available during first attempt; second pass pushed outside safe window
DEL-21483,ORD-11599,2026-04-07,south-belt,15:00-17:00,2026-04-07T16:38:00,delivered,warm,false,direct handoff; acclimation note reviewed
DEL-21484,ORD-11601,2026-04-26,south-belt,10:00-12:00,2026-04-26T13:11:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-21485,ORD-11603,2025-12-11,east-clinic,15:00-17:00,2025-12-11T16:16:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21486,ORD-11605,2026-03-08,east-clinic,12:00-14:00,2026-03-08T13:40:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21487,ORD-11606,2026-05-12,east-clinic,15:00-17:00,2026-05-12T16:31:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21488,ORD-11607,2025-12-17,north-river,15:00-17:00,2025-12-17T17:52:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-21489,ORD-11611,2025-11-30,downtown,10:00-12:00,2025-11-30T11:41:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21490,ORD-11612,2025-12-14,downtown,10:00-12:00,2025-12-14T12:05:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21491,ORD-11613,2025-12-15,downtown,15:00-17:00,2025-12-15T16:47:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21492,ORD-11614,2026-02-05,downtown,10:00-12:00,2026-02-05T11:33:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21493,ORD-11615,2026-02-07,downtown,15:00-17:00,2026-02-07T17:02:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-21494,ORD-11616,2026-02-19,downtown,15:00-17:00,2026-02-19T16:46:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21495,ORD-11617,2026-03-06,downtown,12:00-14:00,2026-03-06T13:56:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21496,ORD-11618,2026-04-01,downtown,12:00-14:00,2026-04-01T13:39:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21497,ORD-11620,2026-05-02,downtown,15:00-17:00,2026-05-02T18:12:00,delivered_late,stable,true,rush add-on after route packed
DEL-21498,ORD-11622,2026-04-07,west-lake,15:00-17:00,2026-04-07T17:55:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-21499,ORD-11623,2026-04-22,west-lake,11:00-13:00,2026-04-22T12:09:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21500,ORD-11624,2026-05-02,west-lake,12:00-14:00,2026-05-02T14:10:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21501,ORD-11626,2026-02-05,north-river,12:00-14:00,2026-02-05T13:10:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-21502,ORD-11627,2026-02-08,north-river,12:00-14:00,2026-02-08T19:29:00,missed_window,stable,false,customer not available during first attempt; second pass pushed outside safe window
DEL-21503,ORD-11628,2026-03-10,north-river,15:00-17:00,2026-03-10T18:11:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-21504,ORD-11629,2026-03-12,north-river,15:00-17:00,2026-03-12T16:15:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21505,ORD-11630,2026-04-02,north-river,15:00-17:00,2026-04-02T16:03:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21506,ORD-11631,2026-04-21,north-river,11:00-13:00,2026-04-21T12:47:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21507,ORD-11634,2025-11-21,north-river,12:00-14:00,2025-11-21T13:27:00,delivered,warm,false,direct handoff; acclimation note reviewed
DEL-21508,ORD-11635,2025-11-28,north-river,11:00-13:00,2025-11-28T12:24:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21509,ORD-11636,2025-12-25,north-river,15:00-17:00,2025-12-25T16:27:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21510,ORD-11637,2026-01-06,north-river,12:00-14:00,2026-01-06T14:04:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21511,ORD-11640,2026-03-16,north-river,15:00-17:00,2026-03-16T16:58:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21512,ORD-11641,2025-11-03,dayton-core,12:00-14:00,2025-11-03T13:20:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21513,ORD-11642,2025-12-09,dayton-core,15:00-17:00,2025-12-09T16:43:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21514,ORD-11643,2025-12-21,dayton-core,10:00-12:00,2025-12-21T11:09:00,delivered,warm,false,direct handoff; acclimation note reviewed
DEL-21515,ORD-11644,2026-01-11,dayton-core,10:00-12:00,2026-01-11T13:14:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-21516,ORD-11645,2026-02-05,dayton-core,11:00-13:00,2026-02-05T14:39:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-21517,ORD-11647,2026-05-05,dayton-core,10:00-12:00,2026-05-05T13:43:00,delivered_late,high_heat,true,bag temperature elevated on arrival
DEL-21518,ORD-11648,2026-05-10,dayton-core,15:00-17:00,2026-05-10T16:15:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21519,ORD-11650,2026-01-14,south-belt,10:00-12:00,2026-01-14T12:15:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21520,ORD-11651,2026-01-22,south-belt,12:00-14:00,2026-01-22T14:30:00,delivered_late,stable,true,direct handoff; acclimation note reviewed
DEL-21521,ORD-11652,2026-01-31,south-belt,10:00-12:00,2026-01-31T12:53:00,delivered_late,stable,false,direct handoff; acclimation note reviewed
DEL-21522,ORD-11653,2026-02-04,south-belt,10:00-12:00,2026-02-04T15:17:00,missed_window,cold_snap,true,customer not available during first attempt; second pass pushed outside safe window
DEL-21523,ORD-11654,2026-02-11,south-belt,10:00-12:00,2026-02-11T11:47:00,delivered,cold_snap,false,cold pack held longer than expected due traffic
DEL-21524,ORD-11655,2026-04-03,south-belt,11:00-13:00,2026-04-03T15:06:00,delivered_late,stable,false,rush add-on after route packed
DEL-21525,ORD-11656,2025-11-27,west-lake,12:00-14:00,2025-11-27T14:13:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21526,ORD-11663,2026-04-28,west-lake,10:00-12:00,2026-04-28T12:00:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21527,ORD-11664,2026-05-12,west-lake,11:00-13:00,2026-05-12T13:07:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21528,ORD-11665,2025-11-04,south-belt,11:00-13:00,2025-11-04T14:59:00,delivered_late,high_heat,true,bag temperature elevated on arrival
DEL-21529,ORD-11668,2026-01-13,south-belt,10:00-12:00,2026-01-13T11:02:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21530,ORD-11669,2026-03-02,south-belt,10:00-12:00,2026-03-02T16:12:00,missed_window,stable,false,customer not available during first attempt; second pass pushed outside safe window
DEL-21531,ORD-11670,2026-03-02,south-belt,10:00-12:00,2026-03-02T13:16:00,delivered_late,stable,true,rush add-on after route packed
DEL-21532,ORD-11671,2026-03-30,south-belt,11:00-13:00,2026-03-30T12:30:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21533,ORD-11672,2025-12-10,west-lake,12:00-14:00,2025-12-10T13:20:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21534,ORD-11675,2026-03-29,west-lake,12:00-14:00,2026-03-29T13:48:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21535,ORD-11676,2026-05-04,west-lake,15:00-17:00,2026-05-04T16:18:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21536,ORD-11678,2026-01-09,columbus-outer,15:00-17:00,2026-01-09T16:42:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21537,ORD-11679,2026-01-25,columbus-outer,15:00-17:00,2026-01-25T16:28:00,delivered,stable,false,direct handoff; acclimation note reviewed
DEL-21538,ORD-11680,2026-03-11,columbus-outer,10:00-12:00,2026-03-11T11:52:00,delivered,stable,false,direct handoff; acclimation note reviewed
