visit_id,customer_id,service_date,service_type,technician_name,issue_found,followup_required,visit_value,notes
VIS-30737,CUST-0356,2025-11-10,biweekly_maintenance,Mei Chen,top-off reservoir running dry,true,360,service visit should feel routine and stabilize the account
VIS-30738,CUST-0356,2025-11-22,biweekly_maintenance,Luis Mendez,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-30739,CUST-0356,2025-12-09,biweekly_maintenance,Nora Bell,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30740,CUST-0356,2025-12-26,biweekly_maintenance,Mei Chen,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-30741,CUST-0356,2026-01-09,biweekly_maintenance,Luis Mendez,filter sock clogged,true,360,service visit should feel routine and stabilize the account
VIS-30742,CUST-0356,2026-01-21,biweekly_maintenance,Ari Patel,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-30743,CUST-0356,2026-02-06,biweekly_maintenance,Nora Bell,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-30744,CUST-0356,2026-02-19,biweekly_maintenance,Nora Bell,sump evaporation swings,true,360,service visit should feel routine and stabilize the account
VIS-30745,CUST-0356,2026-03-04,biweekly_maintenance,Rosa Kim,filter sock clogged,true,360,service visit should feel routine and stabilize the account
VIS-30746,CUST-0356,2026-03-16,biweekly_maintenance,Mei Chen,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30747,CUST-0356,2026-04-01,biweekly_maintenance,Rosa Kim,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-30748,CUST-0356,2026-04-17,biweekly_maintenance,Rosa Kim,feeding schedule drifted between staff,true,360,service visit should feel routine and stabilize the account
VIS-30749,CUST-0356,2026-05-03,biweekly_maintenance,Nora Bell,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-30750,CUST-0357,2025-11-04,monthly_maintenance,Mei Chen,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30751,CUST-0357,2025-12-01,monthly_maintenance,Ari Patel,office manager asked for simpler weekly checklist,true,420,service visit should feel routine and stabilize the account
VIS-30752,CUST-0357,2025-12-31,monthly_maintenance,Luis Mendez,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30753,CUST-0357,2026-01-30,monthly_maintenance,Luis Mendez,staff fed tank twice and water looked cloudy,true,420,service visit should feel routine and stabilize the account
VIS-30754,CUST-0357,2026-03-02,monthly_maintenance,Luis Mendez,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30755,CUST-0357,2026-03-30,monthly_maintenance,Luis Mendez,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-30756,CUST-0357,2026-04-29,monthly_maintenance,Nora Bell,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-30757,CUST-0358,2025-11-08,monthly_maintenance,Ari Patel,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30758,CUST-0358,2025-12-08,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30759,CUST-0358,2026-01-07,monthly_maintenance,Rosa Kim,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30760,CUST-0358,2026-02-04,monthly_maintenance,Mei Chen,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30761,CUST-0358,2026-03-04,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30762,CUST-0358,2026-04-02,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30763,CUST-0358,2026-05-03,monthly_maintenance,Ari Patel,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-30764,CUST-0359,2025-11-10,monthly_maintenance,Luis Mendez,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30765,CUST-0359,2025-12-11,monthly_maintenance,Ari Patel,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30766,CUST-0359,2026-01-08,monthly_maintenance,Luis Mendez,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30767,CUST-0359,2026-02-07,monthly_maintenance,Luis Mendez,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30768,CUST-0359,2026-03-09,monthly_maintenance,Mei Chen,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30769,CUST-0359,2026-04-05,monthly_maintenance,Luis Mendez,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-30770,CUST-0359,2026-05-01,monthly_maintenance,Ari Patel,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30771,CUST-0360,2025-11-09,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30772,CUST-0360,2025-12-08,monthly_maintenance,Ari Patel,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30773,CUST-0360,2026-01-08,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30774,CUST-0360,2026-02-06,monthly_maintenance,Rosa Kim,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30775,CUST-0360,2026-03-04,monthly_maintenance,Ari Patel,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30776,CUST-0360,2026-03-30,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30777,CUST-0360,2026-04-25,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30778,CUST-0361,2025-11-14,monthly_maintenance,Nora Bell,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30779,CUST-0361,2025-12-14,monthly_maintenance,Luis Mendez,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30780,CUST-0361,2026-01-12,monthly_maintenance,Luis Mendez,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30781,CUST-0361,2026-02-11,monthly_maintenance,Ari Patel,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30782,CUST-0361,2026-03-09,monthly_maintenance,Mei Chen,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-30783,CUST-0361,2026-04-05,monthly_maintenance,Ari Patel,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30784,CUST-0361,2026-05-04,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30785,CUST-0362,2025-11-12,monthly_maintenance,Luis Mendez,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30786,CUST-0362,2025-12-12,monthly_maintenance,Nora Bell,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30787,CUST-0362,2026-01-10,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30788,CUST-0362,2026-02-06,monthly_maintenance,Ari Patel,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30789,CUST-0362,2026-03-06,monthly_maintenance,Ari Patel,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30790,CUST-0362,2026-04-03,monthly_maintenance,Ari Patel,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30791,CUST-0362,2026-05-01,monthly_maintenance,Mei Chen,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30792,CUST-0363,2025-11-03,monthly_maintenance,Mei Chen,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-30793,CUST-0363,2025-12-03,monthly_maintenance,Luis Mendez,staff fed tank twice and water looked cloudy,true,420,service visit should feel routine and stabilize the account
VIS-30794,CUST-0363,2025-12-30,monthly_maintenance,Nora Bell,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30795,CUST-0363,2026-01-29,monthly_maintenance,Luis Mendez,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-30796,CUST-0363,2026-02-27,monthly_maintenance,Ari Patel,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-30797,CUST-0363,2026-03-25,monthly_maintenance,Ari Patel,staff fed tank twice and water looked cloudy,true,420,service visit should feel routine and stabilize the account
VIS-30798,CUST-0363,2026-04-24,monthly_maintenance,Ari Patel,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-30799,CUST-0364,2025-11-13,monthly_maintenance,Nora Bell,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30800,CUST-0364,2025-12-13,monthly_maintenance,Rosa Kim,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30801,CUST-0364,2026-01-12,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30802,CUST-0364,2026-02-09,monthly_maintenance,Mei Chen,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30803,CUST-0364,2026-03-09,monthly_maintenance,Rosa Kim,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30804,CUST-0364,2026-04-05,monthly_maintenance,Ari Patel,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-30805,CUST-0364,2026-05-03,monthly_maintenance,Rosa Kim,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30806,CUST-0365,2025-11-06,biweekly_maintenance,Rosa Kim,top-off reservoir running dry,true,360,service visit should feel routine and stabilize the account
VIS-30807,CUST-0365,2025-11-18,biweekly_maintenance,Rosa Kim,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-30808,CUST-0365,2025-12-03,biweekly_maintenance,Ari Patel,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-30809,CUST-0365,2025-12-18,biweekly_maintenance,Luis Mendez,top-off reservoir running dry,true,360,service visit should feel routine and stabilize the account
VIS-30810,CUST-0365,2026-01-04,biweekly_maintenance,Rosa Kim,sump evaporation swings,true,360,service visit should feel routine and stabilize the account
VIS-30811,CUST-0365,2026-01-21,biweekly_maintenance,Luis Mendez,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-30812,CUST-0365,2026-02-07,biweekly_maintenance,Luis Mendez,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-30813,CUST-0365,2026-02-19,biweekly_maintenance,Nora Bell,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-30814,CUST-0365,2026-03-06,biweekly_maintenance,Nora Bell,filter sock clogged,true,360,service visit should feel routine and stabilize the account
VIS-30815,CUST-0365,2026-03-22,biweekly_maintenance,Ari Patel,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-30816,CUST-0365,2026-04-05,biweekly_maintenance,Rosa Kim,feeding schedule drifted between staff,true,360,service visit should feel routine and stabilize the account
VIS-30817,CUST-0365,2026-04-18,biweekly_maintenance,Mei Chen,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30818,CUST-0365,2026-05-05,biweekly_maintenance,Nora Bell,feeding schedule drifted between staff,true,360,service visit should feel routine and stabilize the account
VIS-30819,CUST-0366,2025-11-04,biweekly_maintenance,Luis Mendez,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-30820,CUST-0366,2025-11-19,biweekly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,360,service visit should feel routine and stabilize the account
VIS-30821,CUST-0366,2025-12-03,biweekly_maintenance,Nora Bell,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30822,CUST-0366,2025-12-15,biweekly_maintenance,Rosa Kim,filter sock clogged,false,360,service visit should feel routine and stabilize the account
VIS-30823,CUST-0366,2025-12-28,biweekly_maintenance,Rosa Kim,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-30824,CUST-0366,2026-01-13,biweekly_maintenance,Mei Chen,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30825,CUST-0366,2026-01-26,biweekly_maintenance,Ari Patel,sump evaporation swings,true,360,service visit should feel routine and stabilize the account
VIS-30826,CUST-0366,2026-02-08,biweekly_maintenance,Mei Chen,top-off reservoir running dry,true,360,service visit should feel routine and stabilize the account
VIS-30827,CUST-0366,2026-02-22,biweekly_maintenance,Ari Patel,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30828,CUST-0366,2026-03-10,biweekly_maintenance,Mei Chen,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-30829,CUST-0366,2026-03-25,biweekly_maintenance,Luis Mendez,top-off reservoir running dry,true,360,service visit should feel routine and stabilize the account
VIS-30830,CUST-0366,2026-04-11,biweekly_maintenance,Ari Patel,feeding schedule drifted between staff,false,360,service visit should feel routine and stabilize the account
VIS-30831,CUST-0366,2026-04-25,biweekly_maintenance,Ari Patel,top-off reservoir running dry,false,360,service visit should feel routine and stabilize the account
VIS-30832,CUST-0366,2026-05-07,biweekly_maintenance,Nora Bell,sump evaporation swings,false,360,service visit should feel routine and stabilize the account
VIS-30833,CUST-0367,2025-11-06,monthly_maintenance,Mei Chen,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30834,CUST-0367,2025-12-02,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30835,CUST-0367,2025-12-28,monthly_maintenance,Ari Patel,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30836,CUST-0367,2026-01-23,monthly_maintenance,Nora Bell,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30837,CUST-0367,2026-02-18,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30838,CUST-0367,2026-03-19,monthly_maintenance,Ari Patel,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30839,CUST-0367,2026-04-18,monthly_maintenance,Mei Chen,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30840,CUST-0368,2025-11-04,monthly_maintenance,Nora Bell,display fish looked stressed under event lighting,false,420,service visit should feel routine and stabilize the account
VIS-30841,CUST-0368,2025-12-03,monthly_maintenance,Rosa Kim,display fish looked stressed under event lighting,true,420,service visit should feel routine and stabilize the account
VIS-30842,CUST-0368,2025-12-29,monthly_maintenance,Mei Chen,restaurant manager escalated appearance concerns same day,true,420,service visit should feel routine and stabilize the account
VIS-30843,CUST-0368,2026-01-27,monthly_maintenance,Ari Patel,display fish looked stressed under event lighting,false,420,service visit should feel routine and stabilize the account
VIS-30844,CUST-0368,2026-02-26,monthly_maintenance,Nora Bell,display fish looked stressed under event lighting,false,420,service visit should feel routine and stabilize the account
VIS-30845,CUST-0368,2026-03-24,monthly_maintenance,Rosa Kim,water clarity dipped before evening event,false,420,service visit should feel routine and stabilize the account
VIS-30846,CUST-0368,2026-04-20,monthly_maintenance,Mei Chen,display fish looked stressed under event lighting,true,420,service visit should feel routine and stabilize the account
VIS-30847,CUST-0369,2025-11-10,monthly_maintenance,Luis Mendez,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30848,CUST-0369,2025-12-10,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30849,CUST-0369,2026-01-06,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30850,CUST-0369,2026-02-06,monthly_maintenance,Nora Bell,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30851,CUST-0369,2026-03-08,monthly_maintenance,Luis Mendez,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30852,CUST-0369,2026-04-08,monthly_maintenance,Nora Bell,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30853,CUST-0369,2026-05-05,monthly_maintenance,Mei Chen,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30854,CUST-0370,2025-11-01,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30855,CUST-0370,2025-11-28,monthly_maintenance,Mei Chen,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30856,CUST-0370,2025-12-25,monthly_maintenance,Rosa Kim,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30857,CUST-0370,2026-01-20,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30858,CUST-0370,2026-02-19,monthly_maintenance,Mei Chen,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30859,CUST-0370,2026-03-18,monthly_maintenance,Rosa Kim,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30860,CUST-0370,2026-04-15,monthly_maintenance,Ari Patel,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30861,CUST-0371,2025-11-13,monthly_maintenance,Ari Patel,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30862,CUST-0371,2025-12-12,monthly_maintenance,Ari Patel,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30863,CUST-0371,2026-01-12,monthly_maintenance,Nora Bell,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30864,CUST-0371,2026-02-10,monthly_maintenance,Nora Bell,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30865,CUST-0371,2026-03-09,monthly_maintenance,Rosa Kim,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30866,CUST-0371,2026-04-04,monthly_maintenance,Mei Chen,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30867,CUST-0371,2026-05-04,monthly_maintenance,Ari Patel,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-30868,CUST-0372,2025-11-03,monthly_maintenance,Nora Bell,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30869,CUST-0372,2025-12-03,monthly_maintenance,Nora Bell,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-30870,CUST-0372,2025-12-31,monthly_maintenance,Nora Bell,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-30871,CUST-0372,2026-01-26,monthly_maintenance,Nora Bell,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-30872,CUST-0372,2026-02-26,monthly_maintenance,Ari Patel,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30873,CUST-0372,2026-03-28,monthly_maintenance,Luis Mendez,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30874,CUST-0372,2026-04-24,monthly_maintenance,Nora Bell,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-30875,CUST-0373,2025-11-10,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30876,CUST-0373,2025-12-07,monthly_maintenance,Mei Chen,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-30877,CUST-0373,2026-01-06,monthly_maintenance,Nora Bell,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30878,CUST-0373,2026-02-05,monthly_maintenance,Mei Chen,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30879,CUST-0373,2026-03-05,monthly_maintenance,Nora Bell,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30880,CUST-0373,2026-04-04,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30881,CUST-0373,2026-05-04,monthly_maintenance,Rosa Kim,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30882,CUST-0374,2025-11-02,monthly_maintenance,Rosa Kim,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-30883,CUST-0374,2025-11-29,monthly_maintenance,Rosa Kim,office manager asked for simpler weekly checklist,true,420,service visit should feel routine and stabilize the account
VIS-30884,CUST-0374,2025-12-27,monthly_maintenance,Rosa Kim,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-30885,CUST-0374,2026-01-24,monthly_maintenance,Nora Bell,office manager asked for simpler weekly checklist,true,420,service visit should feel routine and stabilize the account
VIS-30886,CUST-0374,2026-02-21,monthly_maintenance,Luis Mendez,staff fed tank twice and water looked cloudy,true,420,service visit should feel routine and stabilize the account
VIS-30887,CUST-0374,2026-03-21,monthly_maintenance,Ari Patel,office manager asked for simpler weekly checklist,true,420,service visit should feel routine and stabilize the account
VIS-30888,CUST-0374,2026-04-20,monthly_maintenance,Ari Patel,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-30889,CUST-0375,2025-11-04,monthly_maintenance,Luis Mendez,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30890,CUST-0375,2025-11-30,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30891,CUST-0375,2025-12-27,monthly_maintenance,Nora Bell,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30892,CUST-0375,2026-01-22,monthly_maintenance,Mei Chen,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30893,CUST-0375,2026-02-21,monthly_maintenance,Luis Mendez,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30894,CUST-0375,2026-03-22,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30895,CUST-0375,2026-04-22,monthly_maintenance,Ari Patel,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30896,CUST-0376,2025-11-02,monthly_maintenance,Mei Chen,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-30897,CUST-0376,2025-12-01,monthly_maintenance,Ari Patel,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-30898,CUST-0376,2025-12-30,monthly_maintenance,Rosa Kim,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30899,CUST-0376,2026-01-30,monthly_maintenance,Rosa Kim,office manager asked for simpler weekly checklist,true,420,service visit should feel routine and stabilize the account
VIS-30900,CUST-0376,2026-02-25,monthly_maintenance,Ari Patel,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-30901,CUST-0376,2026-03-25,monthly_maintenance,Luis Mendez,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-30902,CUST-0376,2026-04-25,monthly_maintenance,Mei Chen,staff fed tank twice and water looked cloudy,false,420,service visit should feel routine and stabilize the account
VIS-30903,CUST-0377,2025-11-01,monthly_maintenance,Rosa Kim,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30904,CUST-0377,2025-11-30,monthly_maintenance,Ari Patel,staff fed tank twice and water looked cloudy,true,420,service visit should feel routine and stabilize the account
VIS-30905,CUST-0377,2025-12-30,monthly_maintenance,Nora Bell,staff fed tank twice and water looked cloudy,true,420,service visit should feel routine and stabilize the account
VIS-30906,CUST-0377,2026-01-29,monthly_maintenance,Rosa Kim,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-30907,CUST-0377,2026-02-27,monthly_maintenance,Luis Mendez,staff fed tank twice and water looked cloudy,true,420,service visit should feel routine and stabilize the account
VIS-30908,CUST-0377,2026-03-25,monthly_maintenance,Mei Chen,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30909,CUST-0377,2026-04-21,monthly_maintenance,Luis Mendez,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30910,CUST-0378,2025-11-07,monthly_maintenance,Nora Bell,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30911,CUST-0378,2025-12-03,monthly_maintenance,Mei Chen,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30912,CUST-0378,2026-01-02,monthly_maintenance,Nora Bell,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30913,CUST-0378,2026-02-02,monthly_maintenance,Mei Chen,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30914,CUST-0378,2026-03-05,monthly_maintenance,Mei Chen,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30915,CUST-0378,2026-04-02,monthly_maintenance,Mei Chen,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30916,CUST-0378,2026-05-03,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30917,CUST-0379,2025-11-14,monthly_maintenance,Rosa Kim,sump evaporation swings,false,420,service visit should feel routine and stabilize the account
VIS-30918,CUST-0379,2025-12-15,monthly_maintenance,Luis Mendez,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30919,CUST-0379,2026-01-12,monthly_maintenance,Ari Patel,top-off reservoir running dry,true,420,service visit should feel routine and stabilize the account
VIS-30920,CUST-0379,2026-02-08,monthly_maintenance,Ari Patel,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30921,CUST-0379,2026-03-08,monthly_maintenance,Rosa Kim,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30922,CUST-0379,2026-04-03,monthly_maintenance,Ari Patel,feeding schedule drifted between staff,true,420,service visit should feel routine and stabilize the account
VIS-30923,CUST-0379,2026-05-01,monthly_maintenance,Rosa Kim,filter sock clogged,true,420,service visit should feel routine and stabilize the account
VIS-30924,CUST-0380,2025-11-12,monthly_maintenance,Rosa Kim,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30925,CUST-0380,2025-12-08,monthly_maintenance,Mei Chen,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30926,CUST-0380,2026-01-08,monthly_maintenance,Luis Mendez,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30927,CUST-0380,2026-02-07,monthly_maintenance,Ari Patel,sump evaporation swings,true,420,service visit should feel routine and stabilize the account
VIS-30928,CUST-0380,2026-03-08,monthly_maintenance,Ari Patel,feeding schedule drifted between staff,false,420,service visit should feel routine and stabilize the account
VIS-30929,CUST-0380,2026-04-05,monthly_maintenance,Nora Bell,filter sock clogged,false,420,service visit should feel routine and stabilize the account
VIS-30930,CUST-0380,2026-05-05,monthly_maintenance,Mei Chen,top-off reservoir running dry,false,420,service visit should feel routine and stabilize the account
VIS-30931,CUST-0381,2025-11-03,monthly_maintenance,Luis Mendez,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30932,CUST-0381,2025-12-01,monthly_maintenance,Nora Bell,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30933,CUST-0381,2025-12-29,monthly_maintenance,Nora Bell,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30934,CUST-0381,2026-01-28,monthly_maintenance,Luis Mendez,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-30935,CUST-0381,2026-02-24,monthly_maintenance,Mei Chen,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
VIS-30936,CUST-0381,2026-03-26,monthly_maintenance,Nora Bell,office manager asked for simpler weekly checklist,false,420,service visit should feel routine and stabilize the account
VIS-30937,CUST-0381,2026-04-26,monthly_maintenance,Nora Bell,building access delayed until front desk opened,true,420,service visit should feel routine and stabilize the account
